  2  1301 0.3572302 7.9929585 0.0061437 0.0012610
  2  1301 0.514679410.9023037 0.0083799 0.0015504
  2  1301 0.649621011.5141718 0.0088502 0.0013669
  2  1301 0.3047817 8.9040809 0.0068440 0.0014842
P, Iterations, IO Time, Iteration time, Time per iteration, Gather time
  2  1301 0.2899723 8.2917061 0.0063733 0.0019705
